idx,id,title,caption,created,filesize,duration,clip_id,total_comments,total_plays,total_likes,thumbnail
241,213804575,FOREVER AFTER,"Short film ~
Sara is done with the party, but the party ain't done with Sara. 
Selected for Competition at Palm Springs, Premiers Plans Angers, London Short IFF and Cinefest amongst other..

Production company: OAK MOTION PICTURES - www.oakmotionpictures.com
Producer: Trent 
Writer & director: Charlotte Scott-Wilson  Cinematography: Paul Ozgur   Editor: Godelinde Pollmann   Sound design: Tom Jansen   Production design: Anne van't Hek     Costume: Rianne Mertens     Poster design: Teddy Mathias",2017-04-19T02:55:33-04:00,484572566,903,213804575,12,25244,311,https://i.vimeocdn.com/video/630116646_780x439.webp
242,212981050,Johnny Physical Lives,"'Johnny Physical Lives' is this week's Staff Pick Premiere. Read more about it here: https://vimeo.com/blog/post/staff-pick-premiere-johnny-physical-lives

Written, produced and directed by Joshua Neuman
Produced, edited and cinematography by Pete Lee
Animation by Style5.tv
Additional footage by Albert Maysles
Executive producers: Edet Belzberg and Trevor Hall
Co-producers: Kimya Dawson and Jeremy Wang-Iverson",2017-04-18T19:57:40-04:00,2496431877,1325,212981050,59,188213,601,https://i.vimeocdn.com/video/629108043_780x439.webp
243,194361952,Infinite Scroll,"An animated short about the prefabrication of social media. 

See more at http://www.peterhenderson.co.uk/ 

Illustration / Animation / Sound - Peter Henderson
Music - Heno",2016-12-05T10:46:16-05:00,112657118,147,194361952,31,208471,2516,https://i.vimeocdn.com/video/656303447_780x439.webp
244,111523175,YLVIS - Ytterst på tissen,"This music video takes Ylvis for an exhilarating ride through outer space, dodging stars, planets and penis-shaped galaxies, on their mission to educate foreign species about the wonders of the male genitalia. English title: On the tip of the willy",2014-11-11T08:20:14-05:00,3492953126,155,111523175,15,66392,787,https://i.vimeocdn.com/video/507284574_780x439.webp
245,212745551,Oligarchia s01e01 - Oligorgia,"Directed by Balázs Turai and Nándor Bera, sound design by Peter B. Lukács, music by Benjamin Efrati. Produced by Fakt.",2017-04-11T08:59:02-04:00,111998466,193,212745551,14,48562,484,https://i.vimeocdn.com/video/628808773_780x439.webp
246,212973707,Songwich,"A kewl teen, a pastel bedroom, and 8 short-short song snippets. Commissioned by Disney for their Microcontent program. :)
Track 3 inspired by Disney XD's Star Vs The Forces of Evil
Tracks 4 & 7 inspired by Disney Channel's Bizaardvark
Track 8 inspired by Disney Channel's Stuck In The Middle
CD: Vincent Aricco
Production Manager: Jaycen Armstrong
Production Assistant: David Krenz
glander.co",2017-04-12T15:39:41-04:00,177812414,134,212973707,15,47121,773,https://i.vimeocdn.com/video/629098050_780x439.webp
247,212131283,CRi - Rush ft. Ouri,"Filmed in Fermont, QC.

Director: Didier Charette
Camera: Vincent Gonneville
Editor: Vincent Drolet
Assistant Editor: Thomas Bellefleur
Color grade: Simon Boissonneaux
Post: Vincent Bilodeau
Additionnal Filmography: Carasava Bogdan

Follow CRi on Facebook : https://www.facebook.com/OfficialCRi/

Produced with the financial assistance of MuchFACT, a division of Bell Media Inc.
http://www.muchfact.ca",2017-04-06T14:23:27-04:00,362343640,282,212131283,20,32466,597,https://i.vimeocdn.com/video/628051372_780x439.webp
248,212541657,Truth,"Mario A. Robinson

""The real power of art, is the ability to galvanize and organize all those pigments and materials, and pour a soul into it.""

Music courtesy Kyle Preston, Jason Leonard and Podington Bear.

Watch more Making Art films at vimeo.com/channels/makingart

By the way, my wife, Carrie Brass, played a role in some critical editing decisions.",2017-04-10T03:15:23-04:00,1213220262,552,212541657,125,190445,1622,https://i.vimeocdn.com/video/628545507_780x439.webp
249,212505740,CLOWN SERVICE,"Based on Tig's true story, desperate for a brighter mood, she enlists the services of a traveling party clown.

Directed by Tig Notaro
Written by Tig Notaro and Melissa Blake
Produced by Rosie Kaller

Starring Tig Notaro, Nathan Barnatt, Stephanie Allynne, Angela Trimbur, Erinn Hayes, David Harris 

Cinematography by Adam Bricker
Production Design by Caitlin Williams
Edited by Alexis Brodey
Music by Jonathan Dinerstein
Assistant Director Shane Speigel
Post Sound Mixing - Derek Vander Horst
Colorist - Ivan Miller

2nd Unit Director of Photography - Elie Smolkin
Production Coordinator - Kim Cooper
Key Grip - Tyler Winegar
Gaffer - Dustin Gardner
Swing Grip and Electric - Dale Prius
1st AC - Cate Smierciak
2nd AC - Jen O'Leary
On Set Sound Mixer - Kayla Croft
Assistant Editor - Yesel Manrique
Script Supervisor - Alexandria Sanders
Hair and Make Up - Stephanie Daniel
Set PAs - Ellie McElvain, Jessie Hixenbaugh, Andrea Lewis
Art PAs  - Jonathan Brock, Grace Hendley, Ian Lapidus, Tyler Singland
Ballooner - Daniel Siegel

Score by Jonathan Dinerstein 
Violin performed by Rebecca Ward

""LAUGH IT UP"" performed by RICHARD SWIFT
Courtesy of JAGJAGUWAR
By Arrangement with Bank Robber Music

""HOW CAN YOU REALLY"" performed by FOXYGEN
Courtesy of Secretly Canadian
By Arrangement with Bank Robber Music

""SAD CLOWN"" performed by KATE MICUCCI",2017-04-09T19:08:34-04:00,899480432,797,212505740,0,404137,1121,https://i.vimeocdn.com/video/628501296_780x439.webp
250,212603149,Mami Wata | Woza,"“Woza” (""Come"" in Zulu)  tells the story of an African surfer who has been taken as a lover by the African water spirit Mami Wata.  It features 22 year-old Transkei surfer, Avuyile Ndamase.

Bronze Lion for Direction in Craft
Silver at Young Director Award
Best Cinematography at Patagonia Film Festival LA

Client: Mami Wata
Agency: Mami Wata in-house
Creative Director & Art Director: Peet Pienaar
Copywriters: Peet Pienaar, Nick Dutton, Andy Davis

Shot and directed by Pantera
Production company: Pantera&Co (Buenos Aires)
Producer: Manu Aguer
Music Composer / Sound Design: Vittorio Giampietro
Color Grading: Oisin O’Driscoll @ The Mill (London)
Underwater Camera Op: Calvin Thompson
Talent: Avuyile Ndamase, Holly Armstrong

Special thanks:
Jaco Bouwer
Samora Chapman
Maximo Bustillo
Stefan Naude
Alex Morrison
Linda (security)


Featuring Music by BCUC (Soweto) “Asazani”",2017-04-10T11:36:27-04:00,523602318,313,212603149,67,81085,2774,https://i.vimeocdn.com/video/644593489_780x439.webp
251,142148479,IDAC,"Screenings:
2016 Hot Docs Film Festival premiere
2016 Rooftop Films
2016 Vassar Filmfest
2016 Iron Mule Film Festival
2017 Sarasota Film Festival

Synopsis: When I was leaving for college, my aunt Dana told me I had a cousin I’d never met who was matriculating in the same year as me. We shared classes and had friends in common but for some strange reason I never introduced myself. All during college, and then into the real world, through a decade of overlapping connections, we never met. This film is an examination of that hesitation and an attempt to understand why I never made the easiest connection in the world… until it was too late. Through archival footage and re-enactment of the era in question, IDAC is ultimately a documentary about what was happening on an unconscious level and how distant a relative can be even when they’re right in front of your face.  

Written/Directed/Edited by Casimir Nozkowski
Music by Alexander Strung
Sound Mix by Tod Chapman
Color Grading by Phil Choe @ Nice Shoes
Featuring Hannah Bos, Amanda Duarte, Erin Edmison, Josh Henderson-Cox, Greg Glassman, Thomas Nozkowski, Joyce Robins
Thank you Miranda Beverly-Whittemore 

Production Notes: I've made over 100 short films, many of which examine issues of family, the blurry line between fiction and non-fiction and the sometimes disturbing, sometimes hilarious ways our memories fail us. IDAC is an autobiographical documentary which is a genre my movies (or at least parts of them) often fall into. The key with autobiography in my opinion is to avoid being sentimental at all costs. This does not mean you can’t be funny or can’t be authentic and personal – it’s just that it being your story does not automatically make it interesting. On top of that, IDAC also considers the way we dream and the way dreams can invade our everyday life – which is another subject matter that can easily steer a film awry. So making IDAC was exciting because once mindful of all these pitfalls, there was an enormous feeling of restraint that coursed through the documentary’s production. My hope is that people who see my film IDAC recognize familiar moments and feelings from their own lives: memories they can’t quite explain, people they think they know and dramatic, life-defining events that upon further scrutiny don’t exactly add up as neatly as they once thought. 

See more of my films at vimeo and at casimirnozkowski.com",2015-10-12T11:30:40-04:00,450284292,342,142148479,17,19286,381,https://i.vimeocdn.com/video/629057178_780x439.webp
252,212529590,"Carry Illinois-""Electric Charm""","""Electric Charm"" from Carry Illinois' ""Electric Charm/Sea Inside"" 7-inch Vinyl released November 2016.

Credits: 

Designer and Animator: Yukai Du (https://vimeo.com/yukaidu)
Producer: Bliink (https://vimeo.com/bliink)

http://www.carryillinoisband.com
http://www.bliink.tv
http://www.yukaidu.com/

Music/Lyrics © Lizzy Lehman Music (SESAC)",2017-04-10T00:30:34-04:00,232173430,181,212529590,21,99198,2176,https://i.vimeocdn.com/video/628531592_780x439.webp
253,212294393,EARTH,"A journey into the obscure reaches of the North with Dane Gudauskas, Tanner Gudauskas, Heidar Logi, Elli Thor, and filmmaker Ben Weiland.",2017-04-07T13:55:37-04:00,1669267562,836,212294393,22,73592,1147,https://i.vimeocdn.com/video/628271824_780x439.webp
254,206588966,The Unsung Heroes of Cinema,"You've probably heard the statistic that nearly half of all films produced before 1950 are entirely lost, and that's only one of the many reasons that proper restoration and preservation is so important. Let's dive in and take a look at three different films all in different stages of the restoration process, plus take a look at how film restoration as a whole has evolved and continues to evolve in an increasingly digital world.

You can support this channel at Patreon- patreon.com/royalocean

For educational purposes only.

Sources-

Arri- Archive Technologies (2013) - http://bit.ly/2mTYlvA
David Lean: A Tickling of Talents (1989) - http://bit.ly/2m3D9pB
Harmy's Star Wars- Despecialized Edition (2013) - http://bit.ly/2mAKYnZ
The Red Shoes- Restoration Demo (2012) - http://bit.ly/2m3jFkP
The Restoration of 'The Wizard of Oz' (2009) - http://bit.ly/2m3o1aa

Special thanks to Paul Vanezis for the use of Restoring 'Doctor Who' (2014) - https://www.youtube.com/watch?v=nsMgNCwYcXw

Further Reading-
For more information on The Film Foundation, please visit- http://www.film-foundation.org/
A.V. Club interview with Robert A. Harris- http://bit.ly/2m3rHKJ
On the restoration of The Red Shoes- http://bit.ly/2mTXpYc
The Race to Save the Films We Love by Manohla Dargis- http://nyti.ms/2m3kzOf


You can follow me through:
Twitter- twitter.com/andymsaladino
YouTube- youtube.com/c/theroyaloceanfilmsociety


Music by Chillhop: youtube.com/chillhopdotcom
The Deli- Breeze: https://soundcloud.com/the-deli
emune- fallback: https://soundcloud.com/emune
Listen on Spotify: http://bit.ly/ChillhopSpotify

Late Nights by LOWERCASE n https://soundcloud.com/lowercasen
Creative Commons — Attribution 3.0 Unported— CC BY 3.0 
http://creativecommons.org/licenses/b...",2017-03-03T10:37:07-05:00,882600865,442,206588966,20,217952,722,https://i.vimeocdn.com/video/621654970_780x439.webp
255,173959909,Advice to the Young Artist,"A collection of animated advices for young artists given by different artists and writers from around the world.
This animated short was my graduation project for Bezalel Academy of Arts and Design (2016)
Special thanks:
Louisiana Channel- for the interviews audios
The Caretaker- sound
Elad Ben Aroche- sound editing",2016-07-08T16:29:47-04:00,369090933,185,173959909,20,77598,1494,https://i.vimeocdn.com/video/638080154_780x439.webp
256,200331788,"Kenzo ""The Realest Real""","Directed by Carrie Brownstein
Director of photography: Shawn Kim",2017-01-20T06:33:48-05:00,106618699,400,200331788,48,470918,1609,https://i.vimeocdn.com/video/613808201_780x439.webp
257,210358686,Bashir's Dream,"Bashir's Dream centers around Qusai Bashir Masaama, a 14-year-old Syrian refugee in Jordan who was shot in the back by a sniper while on a candy run. As a result, Qusai is confined to a wheelchair, with dreams of playing basketball and traveling abroad for better care and education.

Directed & Edited by Angel Manuel Soto
(https://vimeo.com/angelmanuelsoto)

Produced by DYAD & RYOT Films

Post-Production & Animation by DYAD 
(www.dyad.tv)

Creative Direction & Character Animation by Fernando Rodriguez",2017-03-27T21:00:13-04:00,652270153,285,210358686,16,39536,641,https://i.vimeocdn.com/video/626124644_780x439.webp
258,211794682,A Tribe Called Quest - Dis Generation,"dir Hiro Murai
prod Brooke Mcdaniel / Jocelyn Webber / Bret Rhea
ep Jason Cole / Danielle Hinde / Dano Kent
ad Jesse Fleese
dp Larkin Seiple
gaff Matt Ardine
1st ac Matt Sanderson
2nd ac Jonathan Dec
dit Matt Conrad
prod design Hannah Hurney
art dir Ariel Vida
wardrobe Elise Velasco / Amanda Hall / Tess O'Melia
milo op Chris Toth

edit Ernie Gilbert
vfx BEMO
color Ricky Gausis @ MPC
produced by Doomsday Ent
Epic records",2017-04-06T00:05:28-04:00,3721577960,214,211794682,47,199746,2810,https://i.vimeocdn.com/video/627907837_780x439.webp
259,211630694,Chasing the Wind,"“The proper function of man is to live, not exist. I shall not waste my days in trying to prolong them, I shall use my time.”
Jack London

Chasing The Wind is a short documentary that tells the story of champion windsurfer Jesper Vesterstrom and his internal struggle following his father's diagnosis of ALS. Grappling with his father's fate, his instincts led him to the open water where he learned to harness the elements and his emotions in order to keep a promise.

CREDITS
Produced by More Media and the Batista Brothers
Executive Producer Donna Woods and Anthony Batista
Produced by Stephen Buchanan, Jason Richardson, Cara Venter, Jesper Vesterstroem
Directed by Andrew Batista
Cinematography by Dan Stewart
Production Design by Joe Sciacca
Original Score by James Everingham
Sound Design and Mix by Defacto 
Color by Roush Media
Edit by Andrew Batista",2017-04-05T03:28:39-04:00,4460554944,279,211630694,90,241128,1901,https://i.vimeocdn.com/video/627743046_780x439.webp
260,211452489,TENERIFE UNKNOWN,"In September we spent two weeks with five cameras and two sleeping bags in Tenerife to explore the island abroad from all the tourism hotspots, focussing on its nature and lost places.
In 10 days we slept several nights beneath one of the most breathtaking night skies there are in the whole world, visited ghost town, a forgotten village which used to be a leper colony until it was abandoned, and found a lost hotel, which's construction was suddenly stopped in the 70s because the owner was unknown.
We gathered 42.187 shots which kept us over 240 hours busy in post production and take up 1,12 Terra bytes of our hard drives.

Video produced by:
Thomas Pöcksteiner // Peter Jablonowski
http://filmspektakel.com

Sounddesign by:
Alex Clement
http://alexclement.at

Music by:
Camo & Krooked - Good Times Bad Times ( http://camoandkrooked.com )

Equipment used:
+ Sony A7s ( http://amzn.to/2qFZcWc )
+ Sony A7R II ( amzn.to/2qFRJq4 )
+ Canon 5D Mark III ( http://amzn.to/2qFZj44 )
+ 2x Canon 6D ( amzn.to/2r4kihV )
+ Canon 11-24mm F4 ( amzn.to/2rE0yxC )
+ Canon 24-105mm F4 (amzn.to/2r426F6 )
+ Emotimo TB3
+ 2x Pocketslider ( http://pocketslider.de )
+ Canon TS-E 17mm F4 ( http://amzn.to/2qCxKI9 )
+ Tamron 24-70mm F2,8 ( amzn.to/2qJ707z )
+ Zeiss 24-70mm F4 ( amzn.to/2qFX8NR )
+ Samyang/Walimex 14mm F2,8 ( http://amzn.to/2qFWJuL )
_________________________________
Visit our website: http://filmspektakel.com
Like us on Facebook: http://facebook.com/FilmSpektakel
Follow us on Twitter: http://twitter.com/FilmSpektakel
Follow us on Instagram: http://instagram.com/filmspektakel
For licensing & inquires please contact us via email: office(at)filmspektakel.at
All shots are available in 5K!",2017-04-04T04:50:59-04:00,3439242749,232,211452489,80,244057,2623,https://i.vimeocdn.com/video/627490776_780x439.webp
261,210876956,Love In Public,In the light of day.,2017-03-30T22:40:35-04:00,2560014641,162,210876956,17,114603,759,https://i.vimeocdn.com/video/626781031_780x439.webp
262,211307490,Merk – I'm Easy,"Fun little music video for Merk's vibrant track ""I'm Easy"" featuring a cast of playful characters.
""I'm Easy"" can be found on Merk's debut album ""Swordfish"":
http://planetmerk.com

Director:
Parallel Teeth | http://www.parallelteeth.com

Illustration,  Animation & Rotoscoping:
Parallel Teeth | http://www.parallelteeth.com
Caitlin McCarthy | http://c8l.in


Live Action Camera Op: 
Josh Yong | http://www.joshyong.co

Edit & Compositing:
Parallel Teeth | http://www.parallelteeth.com

Music:
Merk | http://planetmerk.com",2017-04-03T09:29:14-04:00,661556521,211,211307490,29,68805,2154,https://i.vimeocdn.com/video/627302670_780x439.webp
263,203803551,WALLS,"WALLS - a music video / short film dealing with the energy generated through human confrontations with walls. 
The urge for freedom and fulfillment is just as human as the urge to build walls for everyday order. 
Three individuals in different countries are struggling under this tension - and finally decide to go all in. The soundtrack features music by rising french producer Phazz.

2017 Student Academy Awards® / SEMI FINALIST
2017 European Cinematography Award / Best Music Video / WINNER
2017 Sydney World Film Festival / Best Narrative Short / WINNER
2017 Los Angeles Music Video Underground / Best Director / WINNER
2017 Paris Music Video Underground / Best Music Video / WINNER
2017 Holly Shorts Film Festival / Academy Awards® Qualifying / OFFICIAL SELECTION
2017 Berlin Short Film Festival / OFFICIAL SELECTION
2017 LIFE AFTER OIL International Film Festival / OFFICIAL SELECTION
2017 Berlin Student Film Festival / Music Video / OFFICIAL SELECTION
2017 Sehsüchte Student Film Festival / Music Video / OFFICIAL SELECTION
2017 20MINMAX International Shortfilm Festival  / OFFICIAL SELECTION
2017 NXD Free Film Festival / European Shorts / OFFICIAL SELECTION

Production Company: I AM HERE
Directors: Maik Schuster, Fatmir Dolci, Max Paschke
Executive Producers: Maik Schuster, Fatmir Dolci, Max Paschke
Director of Screenplay: Fatmir Dolci
DoP: Maik Schuster
Editor: Max Paschke
Sounddesign: Philip Hallay
Soundtrack: Phazz - About Her, Phazz - All day / All night  |  Listen here: https://www.youtube.com/watch?v=6_ZksnkQdm0

2017 / Germany / Palestine / Croatia


Making-Of: https://vimeo.com/208801308
Teaser: https://vimeo.com/202039453
Highsnobiety article:  http://www.highsnobiety.com/2017/03/31/border-walls-short-film/

www.facebook.com/iamherecollective/
www.instagram.com/iamhere_filmco/
www.iamhere-project.com

info (at) iamhere-project.com",2017-02-13T06:17:28-05:00,4506741973,421,203803551,65,40409,1372,https://i.vimeocdn.com/video/627612644_780x439.webp
264,210543509,DOUGLAS LITTLE is a HERETIC,"Short documentary about Douglas Little (/hereticparfum.com), the creative mind behind Heretic Fragrance. Douglas creates couture, artisan perfume in his cryptically cool Upper West Side apartment in NYC. The process is labor intensive, passionate, and taps in deep to the human psyche.

Official selection of the New Haven Film Festival newhavenfilmfestival.com

Director • Serrini
Camera • Mikko Timonen, Ramsey Fendall, JM Jacob, and Russell Dreher
Edit/Producer • Serrini

Shot on:
RED anamorphic 
Arri SR2 16mm Film
Canon 5D
BMCC
OSMO
Ricoh Theta 360 VR

More at robertoserrini.com",2017-03-28T23:50:35-04:00,395268798,307,210543509,9,20817,302,https://i.vimeocdn.com/video/626390828_780x439.webp
265,210599507,INORI (Prayer),"INORI (prayer) 
Super High Speed Face Mapping (1000fps)
Making
https://vimeo.com/210565827

This project is achieved as collaborative work between AYABAMBI, Ishikawa Watanabe Lab,TOKYO, responding the call for collaboration by Nobumichi Asai (WOW).

Staff

Nobumichi Asai [Creative Director | Technical Director - WOW]
Shingo Abe [CG Director - WOW]
Atsushi Yoshimura [Programmer - WOW]
Ayaka Motoyoshi [Assistant Producer - WOW]

Eiji Tanigawa [Director | Editor - TOKYO]
Senzo Ueno [Director of Photography - TOKYO]
Toshiyuki Takei / Shinya Masuda [Producer - TOKYO]
Minami Chiwaki / Yuma Yoshimura / Kohei Takayama [Production Manager - TOKYO]
Suzuko Ohgaki [Making Director - TOKYO]

Aya Sato [Choreographer]
AyaBambi [Cast]
Oi-chan[Management]

Shootings

Tomorio Takahashi [Gaffer]
Hisashi Morikawa / Mie Inaba / Akihiko Imai [Light Assistant]
Takashi Ideguchi [Camera 1st Assistant]
Shibuya Hiromi / Fujii Ryosuke [Camera 2nd Assistant]
Setsu Fukushima  / Ryosuke Taniguchi [Music - Ongakushitsu Inc.]
Yosuke Nagao [Music Composer]

Yasuo Fukuda [Colorist]
Ryota Abe [Online Editor]
Mizuki Kawano [Mixer - TAIYO KIKAKU co.,ltd]

Special Thanks

Yoshihiro Watanabe [Ishikawa Watanabe Laboratory,University of Tokyo]
Masatoshi Ishikawa [Ishikawa Watanabe Laboratory,University of Tokyo]
Tomoaki Teshima [Exvision]

TOKYO ELECTRON DEVICE LIMITED
Takeshi Yuasa / Kiwamu Sumino / Hiroshi Watase /Toru Yamashita 
Atsuko Kushima / Tomoaki Kiguchi

www.nobumichiasai.com

- - - - - - 

First, the soundtrack was composed according along the theme ""Life"". Nobumichi Asai and Shingo Abe was inspired by the music and then made face mapping work. Aya Sato designed choreography. TOKYO completed the project by making the video work.

The music brought Asai the image of “the radioactive.” The destructive force of the radioactive could cause “death,” “suffering,” and “sorrow.” And “prayers” could overcome them. These subjects infuse AYABAMBI’s powerful performance. Their performance crushes and conquer black tears, skulls and the Heart Sutra. We built up the concept during the production and Abe designed animation for face mapping.

There was a big challenge in technical aspects. We realized the new mapping system that allows us to follow intense performances by using the latest 1,000 fps projector, DynaFlash(*1) and a super speed sensor. It is very new and it had not been done before. Projected images become part of their skin and they transform their faces.

At the beginning of our development, there was an issue, AYABAMBI would loose freedom of performances if we accelerated the tracking speed. Asai, Yoshimura (WOW), Lecturer Watanabe and Teshima (EXVISION) explored how we could keep the tracking speed securing the freedom of performances, taking three months of trial and error to reduce a few milliseconds. And we finally developed this system(*2).


*1 “DynaFlash” is developed jointly by Ishikawa Watanabe Laboratory, the University of Tokyo and is commercialized by Tokyo Electron Device Limited. 

*2 For tracking hands, we use the dynamic projection mapping technology developed by Ishikawa Watanabe Laboratory, the University of Tokyo. For tracking faces, we use the face mapping technology developed by the visual design studio, WOW inc.",2017-03-29T09:23:35-04:00,1510782804,71,210599507,73,477215,6741,https://i.vimeocdn.com/video/626430256_780x439.webp
266,195348975,The Convention,,2016-12-12T14:50:41-05:00,1901875337,617,195348975,16,24084,284,https://i.vimeocdn.com/video/615250022_780x439.webp
267,75640140,Wawd Ahp,"by steve girard, music by john albano/nelson reynolds, co-directed by josh chertoff, shot by alfredo alcantara. grip/lighting by james herron, zach kuperstein + isa alcantara, sound recording by jaclyn gramigna 

big ups to john + nancy girard, the kraus house, and john early",2013-09-28T06:35:14-04:00,439082507,164,75640140,43,274913,940,https://i.vimeocdn.com/video/450273092_780x439.webp
268,209817895,Sparetime.,"Some spare time and a little pocket change can go a long way. Alex Hall travels from Salt Lake City to Colorado for a bluebird week of skiing and filming at Woodward Copper.

Directed & Edited by Holler (@hollerfilm)
Co-Directed by Justin Kaufman (@justindkauffman)
Cinematography by George Watts (@georgeburghall) & Justin Kauffman (@justindkauffman)
Music: Little Joe by Wall Of Death

Thank you to Woodward at Copper for having us!

- Holler

www.holler.film",2017-03-23T17:46:04-04:00,654271912,207,209817895,22,93020,532,https://i.vimeocdn.com/video/625510492_780x439.webp
269,78123821,Day 40,"In this animated retelling of the Noah’s Ark story, various unholy activities fill the great ship, as the animals discover the darker side of their nature. 

Official Selections:
Toronto International Film Festival (Toronto, ON), AFI Fest (Hollywood, CA), Fantastic Fest (Austin, TX), Ottawa International Animation Festival (Ottawa), Sapporo International Short Film Festival (Sapporo, JPN), Atlantic Film Festival (Halifax, NS), Cinefest Sudbury (Sudbury, ON), Vancouver International Film Festival (Vancouver, BC) Festival du Nouveau Cinema (Montreal, QC)Outlier film festival (Halifax, NS), Canada’s Top Ten Film Festival (Toronto, ON), Slamdance (Park city, UT), Santa Barbara International Film Festival (Santa Barbara, CA), Sci-Fi + Fantasy Short Film Festival (Seattle, WA), Sun Valley Film Festival (Sun Valley, ID)
Rockland Shorts Screening Series (Rockland, ME), Hong Kong International Film Festival (Kowloon, Hong Kong), Sun Valley Film Festival (Sun Valley, ID), Dallas International Film Festival (Dallas, TX), Florida Film Festival (Maitland, FL), Arizona International Film Festival (Tucson, AZ), Calgary Underground Film Festival (Calgary, AB), Rincon International Film Festival (Rincon, Puerto Rico), Nashville Film Festival (Nashville, TN), River Run Film Festival (Winston-Salem, NC), Dead by Dawn Film Festival (Edinburgh, Scotland; UK), Maryland Film Festival (Baltimore, MD), Hamburg International Short Film Festival (Hamburg, Germany), Annecy (Annecy Cedex, France)


Awards:
Canadian Screen Award:	Best Animated Short (nominated		
TIFF:			                Canada’s Top Ten
Fantastic Fest:		        Best Animated Short (runner-up)
Outlier Film Festival:	        Best Short Film 
www.ARTBEAST.ca",2013-10-29T20:34:33-04:00,337435216,346,78123821,23,36097,557,https://i.vimeocdn.com/video/470996039_780x439.webp
270,207763253,The Birth Of A Dugout Canoe by Northmen,"This is a documentary movie uncovering the difficult and time consuming process of making traditional expanded dugout canoe using mostly traditional hand tools and techniques. 

The master woodworker in this movie is Richard (Rihards Vidzickis) - an experienced green wood worker, wood sculptor and dugout canoe maker. Richard’s passion to green wood and solid wood creations has grown together with him since his childhood days. Richard’s father is also a wood worker and carpenter and has led his son into the beautiful world of working with wood. Richard has gone through all the traditional steps of becoming a master woodworker - starting from an apprentice, then journeyman and then receiving his Master degree in Latvian chamber of crafts. Richard’s passion to wood is not only sculpturing and carving it but also knowing the wood in a scientific level. So Richard has studied in Technical university as a student and reached his degree of Doctor in engineering materials science, so he has combined the craft, nature and science in his life and work. While working in furniture making during the studies, with making different kinds of difficult wood carving for Jugend, Barrocal, Renesance design style furniture, Richard has discovered that he tends to get back to more rustic, robust and natural forms of wood, so he created a park of massive wooden sculptures, wood crafts museum and live workshop where Richard lives and creates wooden bowls, plates, boats and accepts visitors to share his work and lifestyle.

Music - Alan Gogoll, Jason Lowe “When a River Parts”.
Sound - Gints Sola
Camera, edit - Jacob (Northmen Guild)

Revive the guild! 

northmen.com",2017-03-10T03:53:00-05:00,16529525517,1124,207763253,45,178568,1585,https://i.vimeocdn.com/video/659433689_780x439.webp
271,209257564,Eluvium - Regenerative Being (Official Video),"Artist: Eluvium
Title: Regenerative Being
Album: False Readings On
Record: Temporary Residence Ltd.
Director: Stas Santimov

http://oivavio.com
http://eluvium.net",2017-03-20T14:32:26-04:00,845161309,441,209257564,32,208880,1028,https://i.vimeocdn.com/video/625778247_780x439.webp
272,204776636,Nachthexen,"An elderly, soft-spoken veteran recalls when she joined the Soviet Air Force’s first all-female bombing squad. She reminisces about her friend Katja, and how they made the best of their antique equipment, struggled with being ostracised from their male comrades, and earned the fearful German nickname 'Nachthexen'.

Want to know more about The Animation Workshop/VIA University College?
Website: http://www.animwork.dk/en/
Facebook: https://www.facebook.com/pages/The-Animation-Workshop-Official-Page/10452541819
Tumblr: http://theanimationworkshop.tumblr.com/
Twitter: https://twitter.com/TAW_Denmark
Instagram: https://www.instagram.com/animationworkshop/

NACHTHEXEN was made by a team of 3rd year Character Animation & CG Art students at The Animation Workshop/VIA University College in Viborg, Denmark. Check out the individual students blogs (links below) to learn more about the talent behind the film!

CREDITS
Julie Herdichek Baltzer   
Director/Editor/Animator – http://juliebaltzer.strikingly.com/

Yasha Habibipour
Production Manager/Technical Director/Background Artist – http://lonleygiant.weebly.com/ 

Nadia Ørneborg  
Art Director/Environment Lead/Background Artist – http://www.nadiaoerneborg.com/

Sidonie Vidal          
Animation Lead/Animator/Storyboard Artist – http://sidonievidal.strikingly.com/

Sarah Kær Nedergaard Nielsen
Character Designer/Background Artist – http://www.sarahknn.com/

Szymon Hedinn Kuran
Animator/Editor/Storyboard Artist – http://shkportfolio.strikingly.com/

Camilla Smidt         
Animator/Storyboard Artist – http://camilla-smidt.strikingly.com/

Story Consultants: 
Aske Schmidt Rose
Sofie Louise Dam

Dialogue written by:
Hans Frederik Jacobsen & Julie Herdichek Baltzer

Live Action: 
Shilo Duffy – Director of Photography, Producer & Colorist
Asger Kjærholm – Gaffer
Magnus Herdichek Pedersen – Production Assistent & Parkour Consultant

Cast: 
Bente Jepsen - Veteran
Nataliia Kiriushina– Veteran Voice

Additional Voices: 
Mathilde Olhoff Jakobsen 
Olivia Voight Simonsen
Emil Eusebius Olhoff-Jakobsen 
Liga Jensen 
Radoslav Nedyalkov 
Lana Tankosa Nikolic 
August Lindemer

Additional Animation:
Jessica Laurent
Juliette Viger

Additional Color & Clean-Up:
Lamberto Anderloni
Virginia Prieto Calvo 
Myra Sofia Hild
Heidi Holmeå Christiansen
Jasmin Lisbeth Bustamante Christoffersen 
Ben Ozeri
Anne Prip

Additional Compositing: 
Radoslav Nedyalkov
Asger Kjærholm",2017-02-19T12:32:28-05:00,637064273,492,204776636,28,34576,648,https://i.vimeocdn.com/video/619368963_780x439.webp
