"clip_id","categories"
154174852,"117, 178"
154188234,"7, 118"
154210047,"9, 111"
154480199,"17, 187, 117, 176, 178, 13, 234"
154569218,"116, 3, 50, 7"
154653208,"2, 26"
154739710,"2, 26, 7, 211"
154915431,"26, 3, 50, 2"
155088900,"142, 17, 187"
155214754,"2, 26"
155246808,"118, 215, 7"
155292692,"117, 178, 175, 177, 18, 168"
155347431,"212, 215, 2, 28"
155394088,"2, 26, 9, 111"
155458853,"214, 134, 3, 50, 7, 116"
155589849,"117, 178, 1, 161"
155932635,"9, 111"
156015647,"2, 27"
156095543,"134, 7, 118"
156107994,"142, 145, 7, 118, 134"
156161909,"193, 230, 13, 236, 17"
156327049,"2, 27"
156379135,"7, 118"
156412748,"9, 111, 116, 54, 201, 7, 2, 26"
156509577,"117, 178, 9, 209"
156684127,"17, 188"
156696950,"11, 222"
157065196,"215, 28, 2, 7, 118"
157221452,"9, 111, 2"
157239808,"11, 82"
157320165,"17, 117, 178"
157380357,"11, 82"
157712307,"177, 18, 168, 166, 117, 175"
157967716,"117, 178, 184, 129"
157988409,"9, 111, 2, 27"
158056236,"9, 111, 2, 26"
158084419,"168, 117, 178, 175, 2, 26, 6, 17, 18"
158251434,"17, 188, 2, 3, 50"
158264598,"18, 169, 17, 187"
158288161,"11, 221"
158647901,"7, 118, 17, 187, 2, 155, 18, 169"
158843832,"1, 161, 165, 117, 178, 135"
158980966,"2, 9, 111"
159283237,"117, 178, 175, 9, 209"
159485022,"2, 26, 7, 118"
159589350,"7, 116, 3, 50"
159700995,"11, 87"
159821179,"117, 175, 11, 221"
159870747,"9, 111"
160024074,"2, 27"
160141441,"117, 178, 175, 54, 198, 3"
160526145,"9, 111"
160640015,"111, 17, 188, 27, 2, 9"
160751249,"2, 26, 192, 226"
160783014,"117, 178, 1, 161"
160797307,"2, 27, 17, 189"
160978792,"17, 187, 193, 229"
161045147,"9, 111, 6"
161171581,"7, 118"
161244030,"1, 161, 117, 178"
161365217,"142, 145, 2, 26, 32"
161458411,"2, 27, 7, 211"
161589585,"13, 236"
161599232,"116, 7, 214, 3, 50"
161699904,"9, 111"
161757232,"2, 26, 1, 160"
161890877,"117, 175, 18, 168, 166, 178"
162055215,"3, 50"
162057175,"117, 178"
162066639,"2, 7, 134, 118"
162181623,"117, 178, 1, 24"
162434937,"17, 187, 2, 27, 7, 213"
162531355,"6, 186, 7, 118"
162791169,"54, 2, 26, 6, 186"
162803063,"11, 117, 175"
162853145,"11, 221"
163118371,"9, 111"
163153865,"2, 27"
163226315,"2, 27, 117, 178"
163330297,"117, 178"
163349920,"175, 18, 168, 11, 222, 117, 178"
163416933,"7, 118, 214"
163554899,"2, 27, 17, 187, 7, 211, 215, 214, 212"
163578226,"2, 32, 26, 9, 111"
163596608,"7, 118, 134"
163619974,"186, 18, 168, 175, 117, 178, 6"
163621515,"9, 111"
164195616,"2, 26"
164214179,"187, 28, 17, 2"
164252748,"2, 26, 9, 111"
164467053,"7, 118, 116, 3, 50"
164518103,"11, 222"
164554825,"177, 178, 11, 223, 117"
164562375,"209, 178, 117, 175, 9"
164679514,"211, 134, 27, 2, 17, 187, 7"
164769476,"2, 26"
164775233,"18, 169, 7, 118"
164804416,"2, 26, 6, 186, 7, 211"
164940065,"2, 26, 7, 211, 118"
165007400,"111, 2, 26, 9"
165053513,"9, 111, 18, 169, 2, 27"
165162017,"111, 177, 117, 9"
165441527,"2, 26, 11, 223"
165450397,"7, 134, 118"
165509812,"2, 26, 9, 111, 211, 7"
165554473,"26, 2"
165733043,"9, 111"
165972886,"9, 111"
166018897,"2, 26, 9, 111"
166075559,"7, 118"
166212334,"9, 111"
166491603,"27, 9, 111, 2"
166807261,"17, 187, 215, 7"
167054481,"117, 178, 177, 179, 6, 186, 11, 220"
167069783,"188, 117, 175, 17"
167111872,"2, 26, 3"
167367675,"179, 11, 223, 117"
167381045,"2, 26, 9, 111"
167409747,"27, 2"
167433178,"27, 7, 211, 116, 3, 50, 2"
167667154,"2, 7, 214, 211, 26"
167788267,"13, 237"
168232487,"9, 111, 2, 32"
168339606,"2, 9, 111"
168365960,"179, 117, 178"
168576833,"193, 228, 17, 187"
168812053,"50, 3"
168899094,"117, 178, 6, 186"
168909375,"9, 111"
169426776,"11, 82, 13, 234, 193, 228"
169539501,"2, 26, 192, 226"
169559334,"2, 26, 9, 111"
169598313,"117, 179, 178, 11, 87"
169805138,"3, 116, 7"
170113151,"2, 27, 17, 187"
170162245,"2, 27, 17, 187, 9, 111"
170442483,"2, 26"
170485631,"2, 32, 9, 111"
170704166,"9, 111, 7, 214"
170793958,"117, 178, 1, 161"
170824348,"169, 117, 178, 175, 18"
170955105,"117, 178"
171012669,"18, 117, 175, 178"
171247523,"6, 7, 2, 26"
171385266,"212, 2, 32, 17, 187, 7"
171746381,"17, 187"
171851955,17
171981814,"11, 222"
172052320,"7, 118"
172129545,"11, 223"
172262320,"9, 111, 17, 187"
172288767,"2, 26, 3, 50, 7, 211, 116"
172321141,"214, 211, 2, 26, 7, 118"
172371231,"2, 26, 7, 211, 116, 3, 50"
172583442,"117, 177, 178, 129, 184"
172640563,"142, 9, 111"
172911816,"7, 118, 2, 32"
173031270,"7, 118"
173280276,"11, 87"
173310194,"117, 178, 9, 111"
173524321,"2, 32, 7, 211, 116"
173905411,"211, 116, 3, 50, 2, 27, 7"
173959909,"2, 26"
174190102,"11, 223, 2, 26"
174201461,"153, 2, 142, 145"
174313049,"117, 176, 1, 162, 13, 239"
174351947,"9, 111, 2, 27"
174544848,"7, 118"
174643752,"9, 111"
175004339,"215, 7, 118"
175183081,"2, 26, 7, 211, 118"
175208967,"2, 26"
175267444,"11, 219, 13, 236"
175287377,"11, 223"
175289438,"11, 222"
175738725,"2, 27, 7, 211, 214"
175749056,"9, 111, 18, 169"
176050010,"11, 223, 117, 179"
176248673,"2, 28, 11, 222"
176329517,"9, 111, 2, 26"
176338569,"2, 26, 117, 1, 162, 178"
176486858,"187, 9, 111, 17"
176508773,"2, 1, 161, 160"
176519262,"2, 153, 17, 189"
176613886,"178, 18, 117, 175"
176637319,"9, 111, 2, 26"
176703851,"2, 27"
176795301,"9, 111"
176817356,"11, 87"
176890848,"9, 111"
177405067,"2, 26, 9, 111"
177559327,"7, 118"
177778916,"9, 111"
177833573,"11, 2, 155, 9, 111"
177898132,"17, 187"
178179939,"9, 111"
178260963,"9, 111"
178352983,"209, 175, 117, 9"
178492962,"2, 27, 3, 50"
178513427,"2, 26, 9, 111"
178635448,"9, 111"
178644541,"7, 116, 3, 50"
178993895,"117, 178"
179192293,"2, 26, 9, 111"
179197689,"2, 26, 7, 211, 116, 3, 50"
179316437,"2, 26, 17, 187"
179427790,"9, 111, 2, 26"
179713937,"7, 116, 3, 50"
179937366,"117, 179, 11, 222"
180003807,"9, 111"
180058271,"2, 32, 9, 111"
180159377,"2, 26, 9, 111"
180255453,"9, 111, 3"
180266281,"9, 111"
180350618,"219, 11"
180491843,"117, 175, 178, 18, 168"
180548609,"9, 111"
180668935,"142, 145"
180674615,"7, 118"
180872339,"17, 188, 3, 50"
180979975,"2, 9, 111"
181033143,"11, 87"
181118448,"11, 223, 117, 179"
181165364,13
181439656,"117, 179, 178, 11, 223"
181652880,"179, 117"
181696349,"11, 222"
181725879,"11, 221"
181846153,"9, 111"
181907337,"193, 228, 11, 219"
182193829,"9, 111"
182359265,"2, 26, 9, 111"
182373864,"2, 26, 1, 161, 18, 168"
182379676,"142, 145"
182393129,"117, 178, 179"
182831627,"2, 27, 9, 111"
182931935,"9, 111"
182987414,"2, 153"
183049249,"9, 111"
183171690,"18, 169"
183214201,"117, 175, 9, 209"
183296320,"2, 32, 26, 11, 223"
183372429,"116, 2, 26, 3, 50, 7, 211"
183609814,"117, 178"
183636389,"2, 26, 27, 7, 118, 211, 134"
183736130,"9, 111"
183752285,"9, 111, 2, 26"
184119217,"7, 118, 211, 2, 26"
184245517,"7, 212, 2, 26"
184370580,"11, 87"
184483090,"3, 50"
184682770,"111, 3, 50, 9"
184859361,"111, 2, 27, 32, 9"
185121081,"9, 111"
185336500,"26, 224, 1, 162, 2"
185361611,"2, 32, 17, 187"
185412081,"18, 169, 9, 111"
185711393,"117, 178, 2, 26"
186044683,"11, 221"
186237056,"2, 26"
186264693,"6, 186, 117, 178"
186269874,"193, 17, 187, 18, 166"
186421525,"117, 178"
186453378,"13, 237"
187326204,"9, 111"
187372244,"9, 111, 24, 2, 27, 32, 28"
187418097,"178, 117, 175"
187462742,"13, 234"
187604216,"2, 27, 9, 111"
187799034,"6, 129, 13, 237"
187819553,"11, 221"
187943373,"2, 28, 9, 111"
187987907,"7, 118"
188075559,"3, 50"
188237483,"9, 111"
188244587,"118, 214, 7"
188353336,"9, 111"
188730204,"3, 50"
188830438,"13, 232"
188967538,"212, 17, 187, 9, 111"
189050258,"117, 179, 178"
189207001,"142, 145, 17, 187, 9, 111"
189420707,"9, 111"
189440916,"111, 17, 187, 2, 27, 28, 9"
189536800,"117, 178"
189557166,"2, 32, 3, 50, 7, 116, 211, 17, 187"
189714458,"117, 178"
189904045,"193, 228, 13, 236"
190055397,"9, 111"
190513423,"2, 26, 7, 211, 118, 134, 215"
190558650,"2, 32, 6, 186, 9, 111"
190645337,"9, 209"
190705662,"178, 1, 161, 117"
190873469,"11, 82"
191356910,"2, 26"
191539459,"9, 111"
191688688,"1, 161, 117, 178"
192147860,"17, 187"
192438480,"9, 111"
192520222,"214, 215, 7, 118"
192733922,"117, 178"
192907226,"9, 111"
193330065,"9, 111"
193362364,"9, 111"
193419910,"3, 50, 7, 116"
193517656,"9, 111"
193523075,"13, 235, 117, 178"
193599881,"11, 222"
193669700,"117, 178"
193677663,"117, 177, 178, 176, 1, 165, 24, 135"
193729267,"3, 50"
194276412,27
194353922,"11, 221"
194361952,"2, 153"
194450424,"117, 178"
194700076,"11, 221"
195348975,"117, 178"
195433452,"11, 221"
195741434,"17, 187"
195809156,"7, 215, 118"
196103067,"26, 2"
196277011,"3, 50"
196463287,"117, 178"
196684590,"117, 178"
196755403,"2, 26"
197299050,"2, 26"
197324296,"2, 26"
197401359,17
197586750,"3, 50"
197956191,"2, 32"
198143287,"9, 111"
198306286,"117, 177, 1, 165"
198404476,193
198437984,"9, 111"
198442959,"13, 235"
198483841,"117, 178"
198610344,"2, 26"
198763338,"9, 111"
198802302,"2, 27"
198811503,"17, 187"
199060571,"7, 118, 214"
199465764,"11, 221"
199613170,"2, 27"
199615452,11
199785275,"3, 50"
200325511,"17, 187"
200331788,"142, 145, 7, 116"
200338260,"2, 26, 27"
200671449,"13, 236"
200968086,"117, 178"
201426970,"2, 26"
201461427,"7, 118, 214"
201643449,"9, 111"
201746560,"117, 178"
201834586,"11, 222"
201863382,"117, 175"
202045606,"7, 118"
202515176,"9, 209"
202525836,"11, 87"
202913128,"2, 27"
203043980,"7, 118"
203116933,"2, 32"
203126235,"7, 118"
203689226,"2, 27"
203803551,"7, 118"
203914095,"17, 187"
203956723,"153, 2"
203983112,"153, 2"
204150149,"9, 111"
204167505,"3, 50"
204263931,"9, 111"
204400073,"17, 188"
204756235,"9, 111"
204758229,"7, 118"
204776636,"2, 26"
204999387,"7, 118"
205018000,"17, 187"
205209634,"2, 32"
205367277,"117, 178"
205903497,"11, 222"
206111509,"3, 50"
206600572,"17, 187"
206713775,"13, 236"
207027607,"11, 87"
207081708,"2, 27"
207217234,17
207288397,"111, 9"
207466220,"2, 32"
207763253,"117, 175"
207819986,"11, 221"
208342512,"11, 82"
208648234,"9, 111"
208671767,"2, 26"
209071596,"2, 26"
209257564,"2, 26, 9, 111"
209508893,"2, 26"
209694300,"117, 178"
209759018,"17, 187"
209817895,"11, 221"
210358686,"117, 176, 178"
210543509,"178, 117"
210599507,"17, 187"
210735368,"2, 26"
210876956,"3, 50"
211307490,"9, 111"
211452489,"13, 236"
211630694,"11, 222"
211794682,"9, 111"
211970798,"9, 111"
212131283,"9, 111"
212294393,"11, 222"
212505740,"3, 50"
212529590,"9, 111"
212541657,"117, 175, 178"
212603149,"11, 222"
212973707,"2, 27"
212981050,"117, 175, 178"
213274323,"11, 82"
213804575,"7, 118"
213825705,"9, 111"
213831476,"111, 9"
213847671,"2, 26"
213909955,"117, 178, 179"
213933768,"117, 178"
214300845,"2, 32"
214352663,"2, 26"
214413623,"2, 26"
214566929,"2, 26"
214617676,"2, 26"
214947122,"11, 87"
215093780,"3, 50"
215321383,"117, 179, 178"
215498188,"2, 26"
215510559,"3, 50"
215516153,"221, 11"
215686125,"2, 27"
215833464,"13, 236"
215997853,9
216057494,"11, 222"
216544137,"17, 187"
216658674,"117, 175, 178"
216706579,"2, 26"
216817216,"9, 111"
216850224,"3, 50"
217398143,"2, 32"
217775903,"9, 111"
217809089,"111, 9"
217823611,"2, 26"
217868951,"9, 111"
217874316,"117, 175"
217958236,"7, 118"
218234161,"117, 178"
218392001,"117, 175"
218597363,"17, 187"
218736744,"2, 26"
218798641,"117, 178"
219024162,"9, 111"
219833841,"2, 26"
220026457,"2, 26"
220277207,"9, 111"
220301745,"2, 27"
220442625,"7, 118, 215, 214"
220555992,"13, 231"
220643078,"117, 178, 179"
220728892,"3, 50"
220813674,"117, 175"
220883711,"17, 187"
221197244,"2, 26"
221351889,"2, 26, 32"
221403214,"117, 178"
221417668,17
221441846,"2, 26"
221447808,"50, 3"
221508258,"7, 213"
221709916,"7, 116"
221878712,"9, 111"
222224659,"117, 178"
222486164,"9, 111"
222588805,117
222706185,"11, 13, 2, 26, 117, 17, 9, 3, 7"
222855070,"17, 187"
223080635,"2, 26"
223149325,"2, 26"
223163255,"2, 26"
223273274,"3, 50"
223612160,"11, 222"
223823259,"9, 111"
223928856,"117, 178"
223986921,"17, 187"
224196965,"117, 178, 179"
224876461,"17, 187"
225045336,"7, 118, 214"
225479756,"2, 26"
225726864,"111, 9"
225747214,"13, 234"
225956849,"2, 32"
226199475,"11, 219"
226294034,"9, 111"
226391195,"11, 82"
226763429,"9, 111"
226766902,"117, 178"
226771837,"117, 178"
226788946,"17, 187"
226991192,"2, 26"
227595474,"50, 3"
227660894,"17, 187"
227673524,"3, 50"
227890020,"17, 187"
227962431,"2, 26"
228013581,"7, 118"
228236677,"11, 219"
228801970,"11, 222"
228977554,"2, 26"
228982151,"7, 118"
229370456,"7, 118"
229617311,"17, 187"
229802433,"11, 222"
230147714,"178, 176, 117"
230485453,"7, 118"
230509218,"2, 27"
230586645,"13, 237"
230871724,"3, 50"
231498722,"17, 187"
232362579,"11, 221"
232404251,"11, 222"
232897265,"9, 111"
233130406,"2, 26"
233275086,"13, 236"
233322007,"9, 111"
233755536,"117, 175"
233863547,"13, 236"
234234910,"7, 118"
234243700,"2, 26"
234343405,"9, 111"
234388327,"17, 187"
234536729,"117, 175"
234804853,"9, 111"
234861764,"9, 111"
235226558,"117, 175"
235331938,"13, 234, 236"
235701437,"117, 179, 178"
236203659,"11, 222"
236322603,"222, 11"
236342964,"17, 187"
236370796,"237, 13"
236432547,"9, 111"
236584808,"17, 187"
236812766,"2, 27"
237139393,"2, 26"
237225109,"111, 9"
237232691,"9, 111"
237343122,"17, 187"
237818928,17
237987878,"3, 50"
238096496,"117, 175, 178"
238227596,"11, 82"
238328937,117
238396868,17
238956868,"9, 209"
239282032,"17, 187"
239485479,"7, 118"
239604078,"17, 187"
239700290,"2, 26"
239700705,"9, 111"
239959828,"26, 2"
240040166,"117, 178"
240175862,"7, 118"
240404007,"7, 134"
240466644,"17, 189"
240839522,"2, 26"
240847223,"3, 50"
240888280,"117, 175, 178"
241055783,"3, 50"
241110391,"3, 50"
241250068,"2, 153"
241555617,"11, 221"
241653375,"2, 26"
241734384,"17, 187"
241793237,"7, 118"
241891603,"2, 26"
242193448,"11, 87"
242337463,"117, 178"
242817477,"7, 118"
243605444,"7, 118"
243715179,"117, 178"
243883632,"2, 27"
244052622,"2, 27"
244171658,"7, 118"
244240061,"17, 187"
244729509,"117, 178"
244830270,"2, 27"
245687147,"7, 118"
245771395,"2, 26"
245921641,"9, 111"
246855180,"117, 175, 178"
246983302,"2, 26"
247399820,"9, 111"
247792599,"11, 222"
247820432,"13, 236"
247839331,"17, 187"
248067419,"17, 187"
248146468,"117, 178"
248261856,"7, 118"
248505397,"117, 176, 178, 177"
248816836,"3, 50"
248899043,"11, 221"
248996255,"17, 189"
249393804,"9, 111"
249450406,"2, 26"
249968820,"2, 153"
250383662,"11, 221"
250482473,"117, 175"
